;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025;SG_UF_ESC;SG_UF_PROVA;TP_LINGUA;TP_SEXO;IN_TREINEIRO;TP_ANO_CONCLUIU;TP_COR_RACA;TP_DEPENDENCIA_ADM_ESC;TP_ENSINO;TP_ESCOLA;TP_ESTADO_CIVIL;TP_FAIXA_ETARIA;TP_LOCALIZACAO_ESC;TP_NACIONALIDADE;TP_SIT_FUNC_ESC;TP_ST_CONCLUSAO
1601379;;;A;A;4;A;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;B;A;A;A;;BA;1;F;0;;2.0;;1.0;2.0;1.0;2;;1.0;;2
2625490;C;D;A;A;1;A;A;B;B;A;A;B;B;B;A;A;A;B;B;A;B;B;A;B;B;;RS;0;F;0;2.0;1.0;;;;1.0;5;;1.0;;1
185799;B;E;C;B;5;C;A;B;C;A;A;B;A;B;A;B;A;A;B;A;A;B;A;A;B;;SP;1;F;0;;3.0;;1.0;2.0;1.0;2;;1.0;;2
645131;E;G;B;D;4;K;A;B;C;B;A;B;A;B;A;A;A;A;C;A;A;E;A;B;B;;ES;1;M;0;1.0;1.0;;;;1.0;3;;1.0;;1
2027425;E;E;D;;4;J;A;C;D;B;B;C;A;B;A;B;A;B;B;A;A;E;A;B;B;RJ;RJ;1;F;0;;1.0;4.0;1.0;3.0;1.0;2;1.0;1.0;1.0;2
160822;E;B;;A;4;C;A;C;D;A;B;B;A;A;A;A;A;A;C;A;A;D;A;B;B;;CE;1;M;0;6.0;1.0;;;;1.0;10;;1.0;;1
702102;E;G;E;D;6;P;A;C;D;C;B;B;B;B;A;B;A;B;D;A;A;E;A;B;B;MG;MG;0;M;0;;3.0;4.0;1.0;2.0;1.0;3;1.0;1.0;1.0;2
1719987;G;G;D;D;3;D;A;C;C;B;A;B;A;B;A;B;A;A;C;A;A;D;A;E;B;PB;PB;1;M;0;;3.0;2.0;1.0;2.0;1.0;3;1.0;1.0;1.0;2
596442;E;E;A;B;3;C;A;B;D;A;B;B;B;B;A;A;A;A;B;B;B;D;A;B;B;;PB;1;F;0;;3.0;;1.0;2.0;1.0;3;;1.0;;2
70934;E;B;;A;6;G;A;B;D;B;B;B;A;A;A;A;A;A;B;A;A;E;A;B;B;;PA;0;F;0;3.0;3.0;;;;1.0;5;;1.0;;1
2409941;E;E;A;B;3;C;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B;;DF;1;F;0;;3.0;;1.0;2.0;1.0;3;;1.0;;2
1506291;C;E;A;D;5;G;A;D;D;B;A;B;B;B;A;B;A;B;C;A;A;E;A;A;B;MT;MT;0;M;0;;3.0;2.0;1.0;2.0;1.0;2;1.0;1.0;1.0;2
995850;E;D;C;;5;B;A;C;D;B;A;B;A;A;A;B;A;B;C;A;A;D;A;A;B;;BA;0;M;0;;3.0;;;;1.0;7;;1.0;;1
2179509;G;F;E;D;5;E;B;E;E;C;A;B;A;B;A;B;B;B;D;B;A;E;B;D;B;SP;SP;0;M;0;;1.0;4.0;1.0;3.0;1.0;3;1.0;1.0;1.0;2
626088;F;G;D;E;2;L;A;C;C;B;A;B;B;B;B;B;A;B;C;B;B;C;A;B;B;RJ;RJ;0;F;0;;1.0;4.0;1.0;3.0;1.0;3;1.0;1.0;1.0;2
2553814;C;B;B;B;2;B;A;B;B;A;B;B;B;B;A;B;A;A;B;A;A;C;A;C;B;;RS;1;M;0;7.0;1.0;;;;1.0;9;;1.0;;1
1398306;F;E;B;B;3;C;A;C;D;A;A;B;B;B;A;A;A;A;B;A;A;D;A;B;B;;PR;1;F;1;;1.0;;;;1.0;3;;1.0;;3
551292;D;E;D;D;4;D;B;C;E;B;A;B;B;B;A;B;A;A;B;A;B;E;A;C;B;BA;BA;0;M;0;;2.0;2.0;1.0;2.0;1.0;3;1.0;1.0;1.0;2
2700505;G;G;D;D;4;O;A;C;D;B;A;B;B;B;A;A;B;B;C;A;B;E;A;D;B;;PI;0;M;1;;3.0;;;;1.0;1;;1.0;;3
2024098;E;F;D;E;4;F;A;B;C;A;B;B;A;B;A;A;A;A;B;A;A;C;A;A;B;;AL;0;M;0;8.0;1.0;;;;1.0;10;;1.0;;1
2559737;F;E;D;B;4;I;A;C;E;B;A;B;A;B;A;B;A;B;A;A;A;E;A;B;B;SP;SP;0;M;0;;1.0;2.0;1.0;2.0;1.0;2;1.0;1.0;1.0;2
1900276;E;F;D;B;3;I;A;B;C;C;A;B;A;B;A;A;A;B;C;A;A;D;A;A;B;;GO;0;F;1;;1.0;;;;1.0;1;;1.0;;3
121998;E;C;B;B;1;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B;;CE;0;F;0;3.0;1.0;;;;1.0;6;;1.0;;1
1150609;F;F;;E;2;O;A;C;D;B;A;B;B;B;A;B;A;A;B;B;B;C;B;B;B;;SP;0;F;0;2.0;1.0;;;;1.0;5;;1.0;;1
256994;E;D;B;B;2;B;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;D;A;A;B;;PA;0;M;0;;1.0;;1.0;2.0;1.0;4;;1.0;;2
2701969;B;E;B;B;3;B;A;B;B;A;A;B;A;B;A;A;A;A;A;A;A;D;A;A;B;;CE;1;M;1;;1.0;;;;1.0;1;;1.0;;3
1805693;E;E;;;5;C;A;B;B;A;A;B;A;B;A;A;A;B;B;A;A;D;A;B;B;SP;SP;1;F;0;;2.0;2.0;1.0;2.0;1.0;3;1.0;1.0;1.0;2
2491281;C;E;D;;2;C;A;B;C;A;A;B;A;B;A;B;A;A;B;A;A;C;A;B;B;;MG;0;F;0;;3.0;;;;1.0;11;;1.0;;1
1057571;E;E;E;D;2;C;A;B;B;A;A;C;A;B;A;B;A;A;B;A;B;C;A;B;B;;GO;0;M;0;;1.0;;1.0;2.0;1.0;3;;1.0;;2
313931;E;G;B;D;4;C;A;B;D;B;A;B;A;B;A;B;A;A;B;B;B;B;A;A;B;RJ;RJ;0;F;0;;2.0;2.0;1.0;2.0;1.0;3;1.0;1.0;1.0;2
2515502;G;G;D;E;5;G;A;C;D;B;A;B;B;B;A;B;A;B;E;B;B;E;B;B;B;;PR;0;F;0;1.0;1.0;;;;1.0;3;;1.0;;1
2361839;C;D;B;B;5;C;B;B;C;A;A;B;A;A;A;B;A;A;B;A;A;E;A;A;B;;SP;1;M;0;13.0;2.0;;;;1.0;12;;1.0;;1
1930699;B;E;;A;4;B;A;C;D;B;A;B;B;A;A;A;A;A;B;A;A;D;A;A;B;;MG;1;F;1;;2.0;;;;1.0;2;;1.0;;3
1185873;B;B;A;A;4;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;B;A;A;CE;CE;1;F;0;;3.0;2.0;1.0;2.0;1.0;3;1.0;1.0;1.0;2
72055;B;G;D;D;3;F;A;C;C;B;A;B;A;B;A;A;A;A;B;A;A;C;A;A;B;;BA;1;F;0;1.0;3.0;;;;1.0;2;;1.0;;1
81887;F;G;D;D;4;H;A;C;D;B;B;B;B;B;A;B;A;A;C;A;B;E;B;A;B;CE;CE;0;F;0;;1.0;2.0;1.0;2.0;1.0;2;1.0;1.0;1.0;2
497035;B;D;A;A;4;B;A;B;D;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B;;AL;1;F;0;1.0;3.0;;;;1.0;4;;1.0;;1
1107563;E;E;C;;5;C;A;C;E;B;C;B;B;B;A;A;A;A;C;A;A;D;A;A;B;CE;CE;0;M;0;;3.0;2.0;1.0;2.0;1.0;2;1.0;1.0;1.0;2
1606613;F;G;D;D;4;G;A;B;C;B;A;B;B;B;A;B;A;B;B;A;B;E;A;D;B;AL;AL;0;M;0;;3.0;4.0;1.0;3.0;1.0;3;1.0;1.0;1.0;2
2017225;E;D;B;B;5;B;A;B;C;A;A;B;A;A;A;B;A;A;B;A;A;C;A;A;B;PE;PE;1;M;0;;1.0;2.0;1.0;2.0;1.0;2;1.0;1.0;1.0;2
2696164;F;E;D;D;6;J;A;D;D;C;B;B;A;B;A;A;A;B;C;A;A;E;A;B;B;MS;MS;0;M;0;;3.0;1.0;1.0;2.0;1.0;2;1.0;1.0;1.0;2
2017353;G;F;D;;6;J;D;D;C;C;B;B;C;B;A;B;A;B;E;B;A;E;A;B;B;;SC;0;M;1;;1.0;;;;1.0;1;;1.0;;3
1949894;B;A;;;3;B;A;B;B;A;A;B;A;B;A;B;A;A;B;B;A;B;A;A;B;;SP;0;F;0;17.0;1.0;;;;2.0;15;;1.0;;1
34671;D;E;D;C;4;C;A;B;C;B;A;B;B;B;B;B;A;B;C;A;A;E;A;B;B;;ES;0;F;0;1.0;2.0;;;;1.0;4;;1.0;;1
1881845;F;F;B;A;4;D;A;B;D;B;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B;MG;MG;1;F;0;;1.0;2.0;1.0;2.0;1.0;3;1.0;1.0;1.0;2
1624331;C;E;C;B;4;B;A;C;D;B;A;B;A;B;A;A;A;A;B;A;A;D;A;B;B;;MG;0;M;1;;1.0;;;;1.0;2;;1.0;;3
2286460;E;E;C;B;2;G;A;B;B;B;A;B;A;A;A;B;A;A;B;A;A;C;A;B;B;;PR;1;M;0;12.0;3.0;;;;1.0;11;;1.0;;1
1540958;A;A;A;A;1;B;A;B;B;A;B;B;A;A;A;A;A;A;B;A;A;B;A;A;B;;PB;1;M;0;7.0;3.0;;;;1.0;10;;1.0;;1
61073;E;E;D;B;4;H;A;C;D;C;A;B;C;D;A;C;A;B;C;B;B;E;A;B;B;;MS;0;M;0;1.0;1.0;;;;1.0;4;;1.0;;1
970882;E;F;D;B;3;D;A;B;C;B;A;B;B;B;A;B;A;A;B;A;A;D;A;B;B;;SP;0;M;1;;1.0;;;;1.0;2;;1.0;;3
2040999;D;E;C;C;5;D;A;B;C;A;A;B;A;A;A;B;A;A;B;B;B;B;A;A;B;;BA;1;F;0;;2.0;;1.0;2.0;1.0;3;;1.0;;2
1431634;F;F;D;D;3;G;A;C;C;B;B;B;B;B;A;B;A;A;B;A;A;D;A;C;B;;DF;0;F;1;;3.0;;;;1.0;1;;2.0;;3
40299;B;E;D;D;2;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B;;PR;0;F;0;1.0;1.0;;;;1.0;3;;1.0;;1
1731824;C;B;C;C;2;D;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;B;A;A;B;;MG;0;F;0;;2.0;;1.0;2.0;3.0;2;;1.0;;2
1557573;G;G;D;D;5;J;A;D;E;C;B;C;B;B;B;B;A;B;C;A;A;E;A;B;B;;RS;0;F;1;;1.0;;;;1.0;1;;1.0;;3
2208307;E;G;B;D;3;G;A;C;C;B;B;B;A;B;A;B;A;A;B;A;A;D;A;B;B;PB;PB;0;F;0;;3.0;1.0;1.0;2.0;1.0;2;1.0;1.0;1.0;2
1613278;D;E;C;E;4;B;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;D;A;A;A;;MS;0;M;0;4.0;1.0;;;;1.0;8;;1.0;;1
15287;E;;D;D;1;A;A;B;B;A;A;B;A;A;A;A;A;A;A;A;A;B;A;A;A;;ES;1;F;0;2.0;3.0;;;;1.0;5;;1.0;;1
681128;F;G;D;B;4;O;A;D;D;C;A;C;C;B;B;B;A;A;D;A;B;E;A;A;B;;RS;1;M;1;;1.0;;;;1.0;2;;1.0;;3
2663107;F;E;;;3;J;A;D;D;D;A;B;B;B;A;A;B;B;E;B;B;E;B;C;B;;RJ;0;M;1;;2.0;;;;1.0;3;;1.0;;3
2345451;E;E;D;C;3;D;A;C;C;B;B;B;A;B;A;B;A;A;B;B;A;C;B;A;B;;CE;0;F;1;;2.0;;;;1.0;2;;1.0;;3
927006;E;E;C;D;4;E;A;B;C;B;A;B;A;A;A;A;A;A;B;A;B;D;A;B;B;PI;PI;1;M;0;;3.0;4.0;1.0;3.0;1.0;2;1.0;1.0;1.0;2
441984;C;C;C;B;5;H;A;C;E;B;B;B;B;B;B;B;A;B;D;B;B;E;B;B;B;;PR;1;M;0;2.0;2.0;;;;1.0;5;;1.0;;1
2466266;E;E;B;B;2;C;A;B;C;A;A;B;A;A;A;B;A;A;B;A;A;C;A;B;B;PE;PE;0;M;0;;3.0;2.0;1.0;2.0;1.0;3;1.0;1.0;1.0;2
2072394;E;E;C;B;3;C;A;B;C;B;A;B;A;B;A;A;A;B;B;A;A;D;A;B;B;;PA;1;M;0;1.0;3.0;;;;1.0;3;;1.0;;1
147017;E;E;D;;3;G;A;C;D;B;A;B;B;B;A;B;A;A;C;A;B;D;A;B;B;;ES;0;M;0;;3.0;;;;1.0;4;;1.0;;1
2265950;E;E;B;B;2;E;A;B;B;A;A;B;A;B;A;A;A;B;B;A;A;C;A;C;B;;MG;0;M;0;17.0;1.0;;;;;12;;1.0;;1
602825;B;E;B;C;4;C;A;B;C;B;A;B;B;B;A;B;A;A;B;A;A;D;A;B;B;;PE;0;F;0;;3.0;;1.0;3.0;1.0;2;;1.0;;2
1533542;B;E;B;B;4;B;A;B;C;A;B;B;A;B;A;A;A;A;B;A;A;C;A;A;B;RR;RR;1;F;0;;1.0;1.0;1.0;2.0;1.0;3;1.0;1.0;1.0;2
1829919;;E;;B;1;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B;;RN;0;M;0;;1.0;;;;1.0;12;;1.0;;1
1830488;D;G;A;D;3;F;A;B;D;C;B;C;A;B;A;B;A;A;C;A;A;D;A;B;B;;GO;1;F;0;;1.0;;1.0;2.0;1.0;1;;1.0;;2
1476178;B;B;B;;4;A;A;B;C;B;A;B;B;B;A;B;A;A;B;A;A;D;A;B;B;SC;SC;0;F;0;;3.0;4.0;1.0;2.0;1.0;3;1.0;1.0;1.0;2
1949670;B;B;A;A;4;B;A;B;C;A;B;B;A;A;A;A;A;A;B;B;A;D;A;A;B;RN;RN;1;M;0;;2.0;2.0;1.0;2.0;1.0;3;1.0;1.0;1.0;2
2430487;F;F;D;D;4;G;A;C;C;B;B;B;A;B;B;B;A;A;B;A;A;E;A;B;B;;RO;0;F;0;1.0;2.0;;;;1.0;4;;1.0;;1
2139589;B;B;B;B;4;D;A;B;B;A;A;B;A;A;A;B;A;A;B;A;A;C;B;A;B;;PR;1;F;0;17.0;3.0;;;;2.0;13;;1.0;;1
417779;;E;B;C;6;D;A;C;E;B;A;B;A;A;A;A;A;A;C;A;A;E;A;C;B;;AM;1;F;0;;3.0;;1.0;2.0;1.0;2;;1.0;;2
852906;D;D;B;B;4;A;A;B;B;A;A;B;B;A;A;A;A;A;A;B;A;C;A;A;B;;MA;1;M;0;1.0;3.0;;;;1.0;6;;1.0;;1
2503744;E;E;C;D;2;B;A;C;C;A;A;B;A;B;B;A;A;A;B;A;A;C;A;A;B;;PA;1;F;1;;1.0;;;;1.0;3;;1.0;;3
1109792;D;F;D;D;4;J;B;D;E;C;A;B;B;B;B;B;A;A;D;A;A;D;A;D;B;;SC;0;F;1;;3.0;;;;1.0;1;;1.0;;3
2236847;B;B;C;B;3;C;A;B;C;A;A;B;B;B;B;A;A;A;B;B;A;C;A;B;B;RS;RS;1;F;0;;1.0;2.0;1.0;2.0;1.0;3;1.0;1.0;1.0;2
1786740;B;B;;B;5;B;A;B;C;B;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B;RS;RS;0;M;0;;2.0;2.0;1.0;2.0;1.0;3;1.0;1.0;1.0;2
25213;D;E;C;C;3;D;A;C;C;B;A;C;C;B;A;B;A;A;C;B;A;D;A;B;B;;RS;0;F;0;1.0;1.0;;;;1.0;3;;1.0;;1
156039;G;G;E;D;3;K;B;E;D;D;A;B;B;B;A;B;A;A;E;A;A;D;A;C;B;;AL;0;M;0;2.0;1.0;;;;1.0;5;;1.0;;1
1232939;B;D;C;B;3;C;A;B;D;A;B;B;A;A;A;A;A;A;B;B;A;D;A;A;B;;BA;1;M;0;4.0;3.0;;;;1.0;6;;1.0;;1
1915816;B;F;C;D;4;H;A;B;D;C;B;B;B;B;B;B;A;A;C;B;A;E;A;B;B;;DF;1;M;0;;1.0;;;;1.0;4;;1.0;;1
2272530;G;E;D;B;4;M;A;D;D;B;A;B;B;B;A;A;A;A;C;A;B;E;A;C;B;;SE;0;M;1;;1.0;;;;1.0;1;;2.0;;3
2126052;B;B;B;B;4;E;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;C;A;B;B;;MG;0;F;0;10.0;3.0;;;;2.0;11;;1.0;;1
528856;B;C;A;B;7;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B;;PI;0;F;1;;2.0;;;;1.0;1;;1.0;;3
1160347;C;B;B;;5;D;A;B;B;A;A;B;B;A;A;A;A;A;B;A;A;C;A;A;B;;RJ;1;F;0;2.0;4.0;;;;1.0;5;;1.0;;1
2007213;F;F;C;C;2;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B;;MG;1;F;0;1.0;1.0;;;;1.0;3;;1.0;;1
923481;E;E;D;;6;F;A;C;D;B;A;C;C;B;A;B;A;B;C;A;B;E;B;C;B;;ES;0;F;1;;3.0;;;;1.0;1;;1.0;;3
1959722;B;E;C;B;3;E;A;C;D;A;A;B;A;B;A;B;A;A;D;B;A;D;A;C;B;;PB;0;F;1;;3.0;;;;;1;;1.0;;3
418116;E;G;E;E;5;G;C;E;E;C;A;B;B;B;A;B;A;A;B;A;A;E;A;D;B;PE;PE;0;M;0;;3.0;4.0;1.0;3.0;1.0;3;1.0;1.0;1.0;2
2595530;E;E;D;D;5;G;C;B;D;B;A;B;B;B;A;A;A;A;D;A;A;E;A;D;B;;PE;1;M;1;;1.0;;;;1.0;1;;1.0;;3
554963;E;E;D;B;4;C;A;B;C;A;A;B;A;B;A;B;A;A;B;A;A;C;A;A;B;;RJ;0;F;1;;2.0;;;;1.0;1;;1.0;;3
700529;C;C;C;C;4;C;A;B;C;A;A;A;A;A;A;A;A;A;B;A;A;B;A;A;B;CE;CE;1;F;0;;3.0;2.0;1.0;2.0;1.0;2;1.0;1.0;1.0;2
845515;G;F;E;D;5;Q;C;E;D;C;A;B;B;B;B;B;B;B;E;B;B;E;B;E;B;SP;SP;0;M;0;;1.0;4.0;1.0;3.0;1.0;3;1.0;1.0;1.0;2
1704670;E;E;B;D;3;D;A;B;C;B;A;B;A;B;A;B;A;A;B;A;A;D;A;B;B;;SP;0;M;1;;1.0;;;;1.0;2;;1.0;;3
806012;E;G;D;D;6;J;B;E;E;B;A;B;B;B;A;B;A;A;E;A;B;E;B;B;B;;PI;1;M;0;;1.0;;;;1.0;4;;1.0;;1
2243183;B;B;A;A;3;A;A;A;A;A;A;B;A;A;A;A;A;A;A;A;A;B;A;A;A;;PB;1;F;0;;1.0;;1.0;2.0;1.0;3;;1.0;;2
1396998;E;F;D;D;3;B;A;C;C;B;A;B;B;B;A;B;A;A;B;A;B;D;B;C;B;;SC;1;F;0;1.0;1.0;;;;1.0;3;;1.0;;1
606529;F;G;E;D;2;C;A;B;B;A;A;B;A;B;A;B;A;B;B;A;A;B;A;B;B;;SP;1;F;0;17.0;1.0;;;;2.0;13;;1.0;;1
1912016;E;E;B;B;3;C;A;C;E;A;A;B;B;B;A;B;A;A;B;B;A;C;B;A;B;;MG;0;M;0;;3.0;;;;1.0;10;;1.0;;1
2172837;D;D;B;;4;G;A;C;D;B;A;B;B;B;A;B;A;B;C;A;B;C;B;B;B;;MG;0;F;1;;1.0;;;;1.0;1;;1.0;;3
560648;A;D;A;B;4;C;A;B;C;A;A;B;B;A;A;B;A;A;B;A;A;D;A;A;B;;PE;1;M;0;1.0;3.0;;;;1.0;4;;1.0;;1
859941;B;B;A;A;6;B;A;B;C;A;C;B;A;B;A;B;A;A;B;A;B;E;A;B;B;;MA;0;F;0;2.0;1.0;;;;1.0;4;;1.0;;1
1125725;;E;;D;4;B;A;B;C;A;A;B;B;B;A;A;A;A;B;A;A;E;A;A;B;;PA;0;F;1;;3.0;;;;1.0;1;;1.0;;3
1772605;A;B;A;B;3;B;A;B;C;A;B;B;A;B;A;A;A;A;B;A;A;C;A;A;B;;PI;1;M;0;;3.0;;1.0;2.0;1.0;2;;1.0;;2
2186115;E;E;B;B;4;H;A;B;C;B;A;B;B;B;A;B;A;B;B;A;B;C;A;B;B;;MG;1;F;0;14.0;3.0;;;;2.0;12;;1.0;;1
289863;;E;C;B;3;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B;;RJ;1;F;0;1.0;2.0;;;;1.0;3;;1.0;;1
1147199;F;E;;B;5;J;A;D;E;B;A;C;B;A;A;B;A;B;C;A;B;E;B;B;B;;RJ;0;M;0;2.0;3.0;;;;1.0;6;;1.0;;1
1953652;C;E;B;B;4;E;D;B;B;B;A;B;B;B;A;B;A;A;B;A;A;C;A;A;B;;SP;0;F;0;1.0;1.0;;;;1.0;3;;1.0;;1
407021;E;D;D;B;4;D;A;B;D;B;A;B;A;A;A;A;A;A;A;A;A;D;A;A;B;CE;CE;1;M;0;;1.0;2.0;1.0;2.0;1.0;3;1.0;1.0;1.0;2
379834;B;B;D;D;3;D;A;C;D;C;A;B;A;B;A;B;A;B;C;A;B;D;A;A;B;;RJ;1;F;0;;1.0;;1.0;2.0;1.0;3;;1.0;;2
1795239;E;E;D;D;6;Q;A;D;D;C;A;B;B;B;A;B;A;B;C;A;A;E;B;C;B;;BA;0;M;0;;3.0;;;;1.0;8;;1.0;;1
416084;B;D;;B;3;B;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;D;A;A;B;;BA;1;F;0;2.0;3.0;;;;1.0;5;;1.0;;1
520471;C;E;B;B;3;B;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;D;A;B;B;;PI;0;M;1;;3.0;;;;1.0;1;;1.0;;3
1359346;;B;;A;5;B;A;B;D;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B;;BA;0;M;0;;3.0;;;2.0;1.0;9;;1.0;;2
1160085;B;E;A;A;3;B;A;B;D;B;A;B;B;A;A;B;A;A;B;A;A;D;A;A;B;;BA;0;F;0;1.0;2.0;;;;1.0;4;;1.0;;1
849987;D;F;;D;2;J;A;C;D;B;A;B;B;B;B;B;A;A;B;A;B;C;A;C;B;RJ;RJ;0;F;0;;1.0;2.0;;2.0;1.0;5;1.0;1.0;1.0;2
744842;F;G;D;D;4;H;A;C;C;C;A;C;B;B;A;A;A;B;C;A;A;D;A;B;B;;PR;1;M;0;;1.0;;1.0;2.0;1.0;2;;1.0;;2
1940950;D;D;C;B;4;D;A;B;C;B;B;B;A;B;A;B;A;A;C;A;A;E;A;C;B;;MG;0;M;0;3.0;1.0;;;;1.0;4;;1.0;;1
481136;E;E;B;B;3;B;A;B;C;B;A;B;A;A;A;A;A;A;B;A;A;D;A;B;B;;PB;0;F;0;;2.0;;1.0;2.0;1.0;3;;1.0;;2
225747;E;G;C;D;4;H;A;C;D;B;A;B;A;B;A;B;A;A;D;A;A;D;A;B;B;MG;MG;0;M;0;;1.0;4.0;1.0;3.0;3.0;3;1.0;1.0;1.0;2
2657108;E;E;;;3;E;A;B;D;B;A;B;B;B;A;B;A;B;B;A;A;C;B;B;B;;RS;1;M;0;4.0;1.0;;;;1.0;8;;1.0;;1
1678454;G;G;E;E;4;Q;D;D;D;C;A;B;B;B;A;B;A;A;C;A;B;E;A;B;B;;ES;0;M;1;;1.0;;;;1.0;1;;1.0;;3
1541559;;B;;B;8;E;A;B;D;B;A;B;B;B;A;B;A;B;B;A;A;E;A;A;B;;MT;1;M;0;4.0;2.0;;;;1.0;9;;1.0;;1
153559;F;E;B;B;3;C;A;B;B;B;A;B;A;B;A;B;A;A;B;A;A;D;A;B;B;;SP;0;M;0;2.0;3.0;;;;;4;;1.0;;1
890331;G;C;D;C;4;F;A;B;E;C;B;B;B;B;B;B;A;B;D;B;A;E;A;D;B;SC;SC;0;F;0;;1.0;2.0;1.0;2.0;1.0;3;1.0;1.0;1.0;2
1699876;E;D;C;B;2;C;A;C;D;A;A;B;B;B;B;B;A;B;B;A;B;B;A;A;B;PE;PE;1;M;0;;3.0;2.0;1.0;2.0;1.0;4;2.0;1.0;1.0;2
473720;F;G;E;E;3;P;B;C;D;B;A;B;B;B;B;B;B;B;D;A;B;D;A;D;B;RJ;RJ;0;F;0;;1.0;4.0;1.0;3.0;1.0;2;1.0;1.0;1.0;2
1353078;E;E;B;B;6;B;B;B;B;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B;BA;BA;0;F;0;;3.0;2.0;1.0;2.0;1.0;3;1.0;1.0;1.0;2
2161053;E;E;B;C;4;B;A;B;C;A;A;B;A;A;A;A;A;A;C;A;A;C;A;B;B;;MA;1;F;1;;3.0;;;;1.0;1;;1.0;;3
1285332;B;E;B;B;3;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B;;BA;1;F;0;14.0;2.0;;;;1.0;12;;1.0;;1
1786537;;;A;A;4;B;A;A;A;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A;;PA;0;M;1;;3.0;;;;1.0;1;;1.0;;3
2305441;D;F;A;D;4;B;A;B;B;A;B;B;A;A;A;B;A;A;B;A;A;C;A;A;B;;PE;0;M;1;;3.0;;;;1.0;2;;1.0;;3
1390770;E;E;C;B;4;D;A;B;C;B;A;B;A;B;A;A;A;A;B;A;A;D;A;A;B;MG;MG;0;M;0;;3.0;2.0;1.0;2.0;1.0;2;1.0;1.0;1.0;2
1842878;B;C;C;C;3;C;A;B;C;B;A;B;A;B;B;B;A;A;B;A;A;D;A;C;B;;RS;1;F;0;17.0;1.0;;;;2.0;16;;1.0;;1
618720;D;C;C;B;4;B;A;B;D;A;A;B;A;A;A;B;A;A;C;A;B;D;A;A;B;ES;ES;1;M;0;;3.0;2.0;1.0;2.0;1.0;3;1.0;1.0;1.0;2
1979455;B;C;B;B;6;E;A;B;D;A;B;B;A;A;A;B;A;A;B;A;A;C;A;A;B;;SP;1;M;0;7.0;2.0;;;;1.0;10;;1.0;;1
1352527;E;C;D;B;3;G;A;B;C;B;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B;MS;MS;0;F;0;;3.0;2.0;1.0;2.0;1.0;2;1.0;1.0;1.0;2
68436;G;G;D;B;5;D;A;B;C;B;A;B;B;B;A;A;A;A;B;A;A;E;A;A;B;;RS;1;F;0;;1.0;;1.0;3.0;1.0;2;;1.0;;2
2633013;E;E;C;B;3;C;A;B;C;A;A;B;B;B;A;A;A;A;B;A;A;D;A;A;B;;RJ;0;F;1;;3.0;;;;1.0;1;;1.0;;3
209887;D;E;A;B;5;A;A;B;C;B;B;B;A;A;A;A;A;A;B;A;A;B;A;A;B;;MG;0;F;0;1.0;3.0;;;;1.0;3;;1.0;;1
1293142;E;C;A;B;4;C;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;B;A;A;B;;MA;1;F;0;;;;1.0;2.0;1.0;2;;1.0;;2
2056252;C;C;B;B;3;C;A;B;C;A;B;B;B;A;A;A;A;A;B;A;A;B;A;B;B;;RJ;0;M;0;1.0;3.0;;;;1.0;4;;1.0;;1
102899;B;D;B;;3;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B;AL;AL;0;M;0;;2.0;2.0;1.0;2.0;1.0;2;1.0;1.0;1.0;2
2564355;A;B;A;B;2;B;A;C;C;B;A;B;A;B;A;A;A;A;B;A;A;C;A;A;B;;RN;1;F;0;17.0;3.0;;;;1.0;15;;1.0;;1
587730;D;E;B;D;3;D;A;B;C;B;A;B;B;B;A;B;A;A;B;A;B;D;A;B;B;;GO;0;F;1;;3.0;;;;1.0;2;;1.0;;3
